,lat,lon,date,speed,double_cross,time_in_range,cluster_proximity,searching
344,0.0046106569069470004,0.004769538683108,334,8.692747274190914,0,9,0.20716832234204102,1
345,0.004685863403032,0.004743323430808,335,8.679491609031933,0,10,0.207850397113013,1
346,0.004685863403032,0.004743323430808,335,8.679491609031933,0,0,0.207850397113013,1
347,0.004765944880766,0.00472925365344,336,8.630071092069988,0,1,0.20884156177133,1
348,0.004844030984109,0.00468106301942,337,8.483650901541159,0,2,0.210063927994409,1
349,0.004905919061762001,0.0046639682074580005,338,7.560685437070924,0,3,0.21128950494030502,1
350,0.004960315078321001,0.0046427246254320004,339,6.732568294542404,0,4,0.212540922456553,1
351,0.005012242479125,0.004618210052537,340,6.653109468174519,0,5,0.21389280118653703,1
352,0.005012242479125,0.004618210052537,340,6.653109468174519,0,6,0.21389280118653703,1
353,0.005012242479125,0.004618210052537,340,6.653109468174519,0,0,0.21389280118653703,1
354,0.005058471856003,0.004632378645387,341,5.930997152416932,0,1,0.21547726687194102,1
355,0.005105902161666001,0.004622751224221001,342,5.94475779416375,0,2,0.21718487476695,1
356,0.0051660471157210005,0.004668226308313,343,6.282839805134806,0,3,0.220173151882219,1
357,0.005225403273634,0.004694175372915,344,6.066739550908735,0,4,0.22355467632664203,1
358,0.005280606084298,0.004718162418114001,345,5.64584561474751,0,5,0.227310327608013,1
359,0.0053337618597870005,0.004740778253877,346,5.394288207826021,0,6,0.23160353466112302,1
360,0.005397383136447001,0.004767846774374001,347,5.99139481189776,0,7,0.23783963955351503,1
361,0.005458034859806,0.004793651851729,348,5.783304021137323,0,8,0.24521339312116602,1
362,0.0055263677296430004,0.004822724986347,349,5.776697329771478,0,9,0.255764890187903,1
363,0.005590363218281,0.004853972892206001,350,5.303804431407815,0,10,0.268643810545423,1
364,0.005590363218281,0.004853972892206001,350,5.303804431407815,0,0,0.268643810545423,1
365,0.005625092748474001,0.004874611058161,351,4.241826735697114,0,1,0.277224164839671,1
366,0.005646122324115,0.0048853389779060005,352,2.8088136533205352,0,2,0.28308706720262,1
367,0.005676098860774001,0.0048743135151980005,353,1.37854880671808,0,3,0.29278299153110804,1
368,0.005675308604665001,0.004891375175043,354,0.9693921946959141,0,4,0.29234995505838,1
369,0.005683446191568,0.0048838990437220006,355,0.0,0,5,0.29530932607765903,1
370,0.005683446191568,0.0048838990437220006,355,0.0,0,6,0.29530932607765903,1
371,0.00572852179723,0.004893470916954,356,3.512854476902474,0,7,0.31365732923997003,1
372,0.005755919157124,0.004897750148257001,357,3.521367524116407,0,8,0.32747489967658605,1
373,0.005794957852728,0.0049085328380420006,358,4.248515877573764,0,9,0.35167662332050004,1
374,0.005841347652619001,0.004924144959062,359,4.604657835842335,0,10,0.39002890978571203,1
375,0.0058809143575040005,0.004940083582503,360,4.621038828493509,0,11,0.43403892122591803,1
376,0.005916169416444001,0.004952781263906,361,3.92505135255617,0,12,0.48597615407869604,1
377,0.005947965052506001,0.0049646334578490004,362,3.727778597061746,0,13,0.543841575550139,1
378,0.005983886967179001,0.004978539230625001,363,4.471566414268065,0,14,0.6146221186885981,1
379,0.006028432030539,0.0049922588241540005,364,4.740689929158872,0,15,0.68173930445158,1
380,0.00606553543718,0.005002297957847001,365,4.247199478973446,0,16,0.6733880465730051,1
381,0.006089515364337001,0.005030127326143,366,3.679008010876759,0,17,0.575005138758591,1
382,0.006116816630587001,0.005035384416309001,367,3.765553976541832,0,18,0.537503050925441,1
383,0.006174981908927001,0.004928103788108,368,4.6692405380565685,0,19,0.590220475097962,1
384,0.00619187179469,0.004876353792338001,369,4.686890172652252,0,20,0.56393461933359,1
385,0.00619187179469,0.004876353792338001,369,4.686890172652252,0,21,0.56393461933359,1
386,0.006205967183632001,0.004817767403663,370,4.730014965837239,0,22,0.512639587497025,1
387,0.006205967183632001,0.004817767403663,370,4.730014965837239,0,0,0.512639587497025,1
388,0.006212373515673,0.004758476215938,371,4.174489099296988,0,1,0.46507949547352406,1
389,0.006218939289738001,0.004715106820279,372,3.46960249288171,0,2,0.42726886310523704,1
390,0.006236565494866,0.004693265664696001,373,2.8186619758180442,0,3,0.395941754303453,1
391,0.006233565510235001,0.00466560203276,374,3.5941953729702822,0,4,0.384255953856081,1
392,0.006231767893083001,0.0046521399354690005,375,3.662256777372797,0,5,0.37870044012630105,1
393,0.006103877043003,0.004603422125098001,376,3.620776753253359,0,6,0.41820623436505505,1
394,0.006054944152744,0.004601152028433001,377,4.075714811466076,0,7,0.422173026191392,1
395,0.0060028674759420005,0.004577093691036,378,5.274083982278608,0,8,0.39085173847123,1
396,0.005957168720499,0.004533099780323,379,5.377385425496195,0,9,0.34984100290497705,1
397,0.00591194813537,0.004514804940988,380,5.001722821302937,0,10,0.328837995281799,1
398,0.005872522506223001,0.0044978105579,381,4.542020328847468,0,11,0.312269817666951,1
399,0.005837103318626,0.004483214841428,382,4.165211871302512,0,12,0.299442439927374,1
400,0.005804267163384001,0.004482435166256,383,3.809429880893008,0,13,0.29153062932932805,1
401,0.0057788233701850005,0.004502072765363001,384,3.172346107103872,0,14,0.28929531741220804,1
402,0.005765807942367001,0.00452948252377,385,2.227676555963017,0,15,0.290893111024262,1
403,0.005772881539201,0.0045667801998370006,386,1.8339240759123352,0,16,0.299545488270829,1
404,0.005774637447871001,0.004605769540615001,387,1.899268286454492,0,17,0.30737434527656204,1
405,0.005769914137978001,0.004641267036342001,388,2.555582063407555,0,18,0.31204006109526,1
406,0.005759968029060001,0.00467457104968,389,2.837731867668357,0,19,0.313437017471318,1
