,lat,lon,date,speed,double_cross,time_in_range,cluster_proximity,searching
1002,0.007780970227379001,-0.066447043459504,1041,5.730906231123222,0,16,0,1
1003,0.007780970227379001,-0.066447043459504,1042,5.730906231123222,0,0,0,1
1004,0.007740536666226001,-0.066489754635775,1042,5.563918685112707,0,1,0,1
1005,0.007697386399264001,-0.066536779637695,1043,6.13372742474931,0,2,0,1
1006,0.007659393247486001,-0.066576576235158,1044,5.461956138342837,0,3,0,1
1007,0.00762304968196,-0.066614299355993,1045,5.323651319700595,0,4,0,1
1008,0.007584188450884001,-0.066655224884145,1046,5.583837448612794,0,5,0,1
1009,0.007543585871594,-0.06669908706093601,1047,5.90404315780836,0,6,0,1
1010,0.007496958451191001,-0.066747808482706,1048,6.670752980727244,0,7,0,1
1011,0.00744746504246,-0.06679914037692501,1049,6.979842980460445,0,8,0,1
1012,0.007398946399845001,-0.066849248263094,1050,6.94212791627097,0,9,0,1
1013,0.007352198386179001,-0.066897965310678,1051,6.5484702854990005,0,10,0,1
1014,0.007352198386179001,-0.066897965310678,1052,6.5484702854990005,0,0,0,1
1015,0.0073116559525700005,-0.066944623329039,1052,5.675498934815619,0,1,0,1
1016,0.007291789344357,-0.0670020610325,1053,5.037556343359602,0,2,0,1
1017,0.0072770398151640004,-0.067033501704543,1054,4.684977449674446,0,3,0,1
1018,0.007315891883479001,-0.067105176337204,1055,3.747998393434051,0,4,0,1
1019,0.007323425460498001,-0.067149673312627,1056,2.956463307473132,0,5,0,1
1020,0.007341310158665001,-0.067183797632258,1057,2.996869761277384,0,6,0,1
1021,0.007361814781916,-0.067222921135815,1058,3.645105632852613,0,7,0,1
1022,0.007382994748184,-0.067263332946373,1059,4.211950270706759,0,8,0,1
1023,0.0074103793955230006,-0.067313510095003,1060,4.732784341805072,0,9,0,1
1024,0.007452070818089001,-0.067352523678309,1061,5.188704982980119,0,10,0,1
1025,0.007470379139064001,-0.06741886687040101,1062,5.224641764052095,0,11,0,1
1026,0.007509304850223001,-0.067460807556681,1063,4.73602367216562,0,12,0,1
1027,0.00752797790313,-0.067523559153736,1064,4.849597143657148,0,13,0,1
1028,0.007552618536166001,-0.067583519988913,1065,5.062283285993722,0,14,0,1
1029,0.007593429218189,-0.06763223429373001,1066,5.438836353951327,0,15,0,1
1030,0.007593429218189,-0.06763223429373001,1067,5.438836353951327,0,0,0,1
1031,0.0076238355537370005,-0.06769246701607301,1067,5.554107882651821,0,1,0,1
1032,0.007657046380607001,-0.06774753819653101,1068,5.768080133411829,0,2,0,1
1033,0.007688933192405001,-0.06780664034410501,1069,5.9567372775801735,0,3,0,1
1034,0.007725298963279,-0.06786818363204501,1070,5.99455193042625,0,4,0,1
1035,0.0077620539943260005,-0.067922940654359,1071,5.830879407206833,0,5,0,1
1036,0.007791322045271,-0.06797728525805401,1072,5.539703815648566,0,6,0,1
1037,0.007817197829751,-0.068033439618812,1073,4.903118222192688,0,7,0,1
1038,0.007840016603289,-0.068072373728833,1074,3.812992462803848,0,8,0,1
1039,0.007852424493947,-0.068111520697376,1075,3.06390585418497,0,9,0,1
1040,0.007851096177219,-0.068140212979866,1076,2.162721129346193,0,10,0,1
1041,0.007851096177219,-0.068140212979866,1076,2.162721129346193,0,11,0,1
1042,0.007851096177219,-0.068140212979866,1077,2.162721129346193,0,0,0,1
1043,0.007778005930767001,-0.06822285987085701,1080,3.80354476788875,0,1,0,1
1044,0.0077456511954560004,-0.068264306769936,1081,4.596732146883388,0,2,0,1
1045,0.0077456511954560004,-0.068264306769936,1082,4.596732146883388,0,3,0,1
1046,0.0077456511954560004,-0.068264306769936,1082,4.596732146883388,0,0,0,1
1047,0.007715514448896001,-0.06830601456358901,1082,4.803217835985294,0,1,0,1
